376,1401
674,810
62,361
494,359
398,285
459,275
425,228
785,159
428,150
27,124
614,109
456,77
733,71
577,66
30,66
274,63
92,56
153,54
406,52
471,50
316,45
770,44
147,43
340,43
519,42
287,39
286,35
623,34
307,33
174,30
293,28
77,28
433,28
513,27
375,27
432,27
379,27
300,27
728,25
502,25
236,24
804,22
127,22
303,21
341,21
441,21
497,21
161,20
216,19
218,19
584,19
404,19
351,18
122,17
532,16
355,15
578,14
547,12
719,12
744,12
394,11
662,11
291,11
579,11
259,10
276,10
681,10
360,10
15,9
310,9
705,9
273,8
462,8
749,8
106,7
786,7
272,7
624,7
250,7
289,7
240,6
44,6
622,6
22,6
150,6
699,5
389,5
410,5
75,5
701,5
443,5
99,5
752,5
344,4
312,4
119,4
41,4
395,4
718,4
429,4
481,4
627,4
570,4
252,3
68,3
231,3
191,3
114,3
134,3
378,3
4,3
415,3
609,3
353,3
563,3
671,3
758,3
474,3
435,3
817,2
616,2
543,2
635,2
647,2
201,2
213,2
493,2
611,2
715,2
319,2
366,2
723,2
255,2
26,2
249,2
377,2
714,1
105,1
12,1
116,1
800,1
781,1
98,1
101,1
660,1
779,1
84,1
768,1
83,1
687,1
121,1
703,1
304,1
128,1
546,1
365,1
371,1
372,1
811,1
266,1
261,1
380,1
391,1
401,1
247,1
233,1
447,1
220,1
211,1
501,1
181,1
511,1
172,1
524,1
308,1
151,1
533,1
