362,2662
487,2265
626,1352
53,1350
220,1313
409,1192
596,1096
618,1085
478,916
401,889
136,733
1,612
749,407
469,399
32,386
616,365
519,354
364,351
303,291
427,229
172,194
560,192
810,192
195,191
7,189
744,184
803,163
59,160
62,152
45,144
450,134
41,118
257,115
743,102
508,91
315,91
489,90
570,88
422,87
17,85
566,84
39,83
155,79
151,77
747,77
79,72
735,72
457,72
812,69
80,67
243,65
376,64
280,63
232,62
719,61
67,60
699,59
354,59
360,58
286,58
788,57
183,56
211,55
182,55
572,55
393,54
97,52
3,52
787,51
786,49
617,49
191,47
679,46
507,44
2,43
590,43
706,43
557,43
140,43
647,42
4,41
546,41
90,41
170,40
752,39
445,38
635,38
573,37
610,36
203,36
173,36
415,35
462,35
627,34
171,34
240,34
745,34
398,33
164,33
816,33
245,33
339,32
716,32
476,31
325,31
91,30
496,30
21,29
144,29
22,29
102,28
289,28
512,28
662,28
119,28
689,28
491,27
276,27
464,27
83,27
353,26
12,26
116,26
274,26
494,26
23,26
813,25
275,25
214,25
671,24
96,24
68,24
176,23
249,23
72,23
428,22
628,22
281,22
85,21
406,21
340,21
379,20
150,20
329,20
674,20
84,20
705,20
49,19
328,19
146,19
259,19
139,19
565,19
766,18
256,18
405,18
498,17
648,17
598,17
236,17
291,17
99,17
676,17
181,17
442,17
681,17
425,16
112,16
336,16
105,16
377,16
655,16
622,16
272,16
608,16
481,15
196,15
474,15
733,15
293,15
109,15
282,15
411,15
65,15
372,15
60,15
666,14
115,14
661,14
600,14
396,14
15,14
51,14
58,14
89,14
510,14
709,14
524,14
43,14
153,14
490,13
740,13
258,13
255,13
400,13
287,12
319,12
619,12
730,12
271,12
61,12
410,12
770,12
715,12
332,11
227,11
27,11
175,11
11,11
798,11
746,11
120,11
702,11
811,11
295,11
509,11
213,11
683,11
549,11
311,11
278,11
659,10
402,10
127,10
313,10
169,10
601,10
338,10
576,10
200,10
614,10
268,10
235,10
611,10
246,10
25,10
459,10
385,10
300,9
149,9
148,9
350,9
224,9
219,9
776,9
584,9
531,9
696,9
441,9
454,9
726,9
682,9
701,9
571,9
395,9
739,8
806,8
448,8
547,8
194,8
475,8
145,8
658,8
440,8
158,8
378,8
435,8
504,7
386,7
646,7
514,7
785,7
307,7
588,7
578,7
684,7
690,7
540,7
184,7
107,7
199,7
30,7
345,7
708,7
721,7
221,7
292,6
9,6
216,6
728,6
594,6
57,6
76,6
609,6
54,6
44,6
649,6
241,6
174,6
670,6
781,6
262,6
802,6
341,6
126,6
511,6
306,6
316,6
429,6
542,6
443,6
154,6
133,6
298,6
347,6
703,5
335,5
233,5
412,5
355,5
231,5
229,5
114,5
122,5
624,5
623,5
82,5
168,5
207,5
612,5
556,5
188,5
561,5
77,5
215,5
579,5
134,4
351,4
742,4
804,4
407,4
734,4
37,4
357,4
365,4
218,4
366,4
485,4
50,4
310,4
553,4
387,4
86,4
152,4
78,4
305,4
163,4
796,4
106,4
75,4
309,4
88,4
92,4
660,4
667,4
668,4
493,4
472,4
244,4
98,3
87,3
6,3
161,3
159,3
26,3
156,3
817,3
501,3
466,3
765,3
344,3
761,3
361,3
368,3
371,3
641,3
414,3
736,3
461,3
723,3
296,3
714,3
506,3
541,3
543,3
563,3
577,3
688,3
593,3
621,3
625,3
768,3
394,3
773,3
239,3
779,3
238,3
783,3
273,3
299,2
505,2
248,2
502,2
250,2
707,2
201,2
497,2
480,2
718,2
513,2
695,2
516,2
47,2
769,2
225,2
186,2
587,2
217,2
615,2
620,2
202,2
685,2
479,2
471,2
251,2
266,2
349,2
358,2
283,2
270,2
375,2
805,2
312,2
131,2
759,2
261,2
121,2
433,2
738,2
447,2
456,2
458,2
800,2
327,2
771,1
778,1
686,1
809,1
807,1
687,1
763,1
694,1
760,1
700,1
750,1
656,1
197,1
640,1
290,1
359,1
147,1
308,1
304,1
302,1
294,1
284,1
637,1
267,1
260,1
254,1
252,1
242,1
189,1
389,1
128,1
404,1
439,1
444,1
467,1
101,1
95,1
515,1
528,1
532,1
534,1
81,1
580,1
606,1
629,1
632,1
380,1
