618,2838
1,2478
362,2223
136,2141
487,1877
626,1632
409,1378
478,1343
401,1214
616,1143
803,1041
45,937
182,900
749,883
183,876
243,815
788,807
286,784
59,727
787,652
67,643
507,627
491,606
3,603
560,602
53,601
62,597
812,583
325,576
427,517
144,504
39,503
617,496
32,496
7,452
428,451
752,446
445,443
354,437
41,428
360,427
810,422
572,414
303,412
786,410
364,406
245,406
457,403
164,381
289,381
744,381
72,366
188,358
376,355
17,343
173,340
735,340
22,338
590,335
462,317
598,316
258,314
79,311
191,311
171,306
172,297
249,297
489,293
115,290
2,288
519,284
316,282
469,281
80,279
442,279
224,272
570,266
4,263
610,255
566,251
280,248
220,247
340,244
709,243
49,240
662,235
68,234
200,233
90,232
400,231
679,229
146,225
58,223
153,221
689,220
494,219
60,218
496,212
485,210
140,207
170,201
719,200
481,198
674,195
112,195
240,193
508,190
150,187
676,186
339,184
450,183
292,182
705,181
195,179
708,177
328,176
357,175
319,172
671,171
647,171
448,171
338,169
667,169
422,168
211,167
12,165
353,164
139,164
405,163
699,162
682,161
271,161
96,159
214,158
739,158
203,157
393,156
255,155
119,155
176,154
83,154
287,153
65,153
248,152
246,152
655,152
648,151
816,151
256,151
181,150
75,149
553,147
510,147
257,146
105,146
15,145
546,143
54,139
259,138
696,138
415,138
770,137
329,137
543,134
262,134
102,133
114,133
26,132
295,131
565,131
628,131
498,130
236,130
471,130
715,128
174,128
429,128
410,127
120,127
746,127
601,126
154,126
646,125
701,124
578,124
728,124
608,124
43,122
524,122
291,122
145,122
733,121
447,119
743,118
490,118
813,117
549,116
78,116
27,116
281,115
706,113
11,113
127,111
241,111
274,111
730,110
298,110
625,110
576,109
151,108
21,107
454,107
614,107
623,107
366,106
347,105
148,105
398,104
158,103
116,102
51,101
89,101
332,100
681,100
84,99
557,99
311,98
688,97
556,96
219,95
385,95
336,95
611,94
379,94
464,94
377,94
196,93
92,92
202,92
802,90
87,90
627,88
512,88
194,88
579,86
30,86
85,85
375,85
435,84
275,84
232,84
703,83
467,83
440,82
215,82
661,82
520,81
811,81
509,81
573,80
747,80
476,79
109,79
268,78
276,78
493,78
658,77
504,77
805,77
284,76
684,76
406,76
690,75
310,75
378,74
765,74
622,74
227,74
335,74
372,73
199,72
250,72
44,72
395,72
97,71
714,70
596,70
152,70
660,69
101,69
134,68
480,68
785,68
459,68
371,68
396,68
293,67
716,67
315,66
91,64
571,64
798,64
649,64
235,63
412,63
718,63
272,62
635,62
278,62
307,61
441,61
350,61
526,61
184,60
282,59
726,59
779,59
163,58
740,58
721,57
76,57
683,57
61,56
432,56
107,56
341,56
244,56
156,55
402,55
221,54
502,53
168,53
656,52
584,52
169,51
175,51
624,51
159,50
670,50
768,50
251,49
443,49
542,49
312,48
305,48
561,47
540,47
216,47
77,46
411,46
368,46
588,45
233,44
514,44
254,44
723,44
57,43
497,43
126,43
742,43
149,42
304,42
759,41
547,41
804,41
47,39
23,38
355,38
687,38
122,38
593,38
781,38
351,37
155,37
420,36
761,36
685,36
213,36
458,35
361,35
239,35
769,35
25,35
309,35
745,34
95,34
736,34
425,34
98,33
778,33
201,33
806,33
231,32
9,32
99,32
6,32
461,32
632,31
207,30
513,30
82,30
666,30
306,30
296,30
766,29
407,29
505,29
621,29
106,29
344,29
242,28
612,28
615,28
475,28
404,28
506,27
815,27
479,27
359,27
516,27
308,27
313,27
88,27
541,27
669,26
534,25
299,25
474,25
358,25
283,25
577,25
414,24
472,24
783,23
217,23
456,23
629,23
750,23
707,23
81,23
702,22
511,21
290,21
734,21
186,21
270,21
444,21
147,21
817,21
394,21
161,21
131,20
760,20
433,20
771,19
486,19
620,19
389,19
365,19
229,19
800,19
418,19
693,18
796,18
515,18
600,18
641,18
327,17
738,17
501,17
266,17
37,17
218,17
121,17
594,16
580,16
698,16
555,15
563,15
466,15
531,15
659,15
142,15
668,15
763,14
767,14
809,14
50,14
587,14
260,14
619,14
640,14
225,14
128,13
609,13
439,13
637,13
449,13
267,13
261,12
694,12
700,12
86,12
599,12
392,12
386,11
492,11
238,11
606,11
695,11
776,10
380,10
273,10
237,10
387,10
300,9
692,9
391,8
704,8
538,7
52,7
528,7
686,7
773,7
294,7
302,6
345,6
713,6
247,6
264,5
807,5
189,5
133,5
758,4
197,4
495,3
532,3
342,3
252,2
533,2
348,2
349,2
530,1
797,1
