362,4514
803,4234
618,3108
364,1704
32,1525
560,1201
661,525
508,385
17,294
102,281
706,246
476,237
80,223
43,167
491,152
332,151
798,145
268,143
590,141
422,138
540,125
735,116
565,112
450,105
89,104
195,98
690,95
812,93
224,92
596,91
368,85
386,77
90,74
730,73
2,72
262,71
402,70
87,67
169,64
61,60
232,57
796,50
227,46
78,44
109,43
531,42
254,41
649,40
457,36
489,36
668,34
593,32
107,30
67,30
357,27
145,26
392,26
689,26
296,24
588,24
743,24
188,24
771,22
159,22
292,21
485,21
295,21
37,20
507,19
85,19
746,19
641,19
400,17
580,17
601,16
298,16
248,16
183,16
504,16
88,15
528,15
194,13
807,13
311,12
338,12
692,12
345,11
214,11
219,11
217,10
709,10
215,9
336,9
335,9
246,9
313,8
767,7
688,7
617,7
245,7
747,6
516,6
684,5
149,5
420,5
444,5
472,5
721,5
496,5
81,5
676,4
11,4
139,4
621,4
112,4
787,4
256,4
612,4
275,4
327,4
761,4
238,3
414,3
670,3
47,3
173,3
736,3
739,3
202,3
667,3
244,3
290,3
629,3
21,2
148,2
59,2
409,2
237,2
632,2
776,2
348,2
440,2
695,2
480,2
506,2
763,2
750,2
152,1
707,1
52,1
765,1
766,1
805,1
57,1
600,1
640,1
229,1
526,1
520,1
515,1
467,1
95,1
260,1
241,1
815,1
